見出し語（品詞）,訳
merriment（名詞）,陽気な騒ぎ、歓楽
mirth（名詞）,陽気、歓喜、浮かれ騒ぎ
peal（名詞）,（鐘の）響き、（雷・笑いなどの）とどろき
peal（自動詞）,（鐘が）鳴り響く
pomp（名詞）,壮観、華麗、華やかさ
predisposition（名詞）,性質、傾向、体質、素因
premonition（名詞）,予感、虫の知らせ、前兆
procrastination（名詞）,先延ばし、引き延ばし、遅延
propensity（名詞）,傾向、性癖
stupor（名詞）,（飲酒などによる）無感覚状態、人事不省、ぼうぜん自失
susceptibility（名詞）,感じやすいこと、感受性、影響を受けやすいこと、敏感な感情
vulgarity（名詞）,下品、悪趣味、俗悪
obituary（名詞）,（新聞などの）死亡記事
ode（名詞）,オード、頌歌（特定の人・物に寄せる叙情詩）
pigment（名詞）,顔料、絵の具、（動植物の）色素
reverie（名詞）,空想、夢想、幻想
tableau（名詞）,活人画、劇的場面
adage（名詞）,格言、金言、ことわざ
assimilation（名詞）,理解、吸収、同化、融合
axiom（名詞）,公理、定理、自明の理、原理
blasphemy（名詞）,（神聖なものへの）不敬、冒涜、冒涜的な言動
cant（名詞）,①偽善的な言葉、専門語、隠語　②斜面、傾斜
cant（他動詞）,…を傾ける
cognition（名詞）,認識、認知、知識
concordance（名詞）,（本などの）用語索引、一致、調和
connotation（名詞）,言外の意味、含意
corollary（名詞）,（数学で）系、推論、必然の結果
demography（名詞）,人口統計学
dichotomy（名詞）,二分、両分、分裂、二項対立
dissertation（名詞）,学術［学位］論文、（特に）博士論文
ellipse（名詞）,長円、楕円
fabrication（名詞）,作り話、デマ、うそ、言い訳、製作、製造
fission（名詞）,分裂、分体
gist（名詞）,要点、要旨
introspection（名詞）,内省、内観
lisp（名詞）,舌足らずの発音
lisp（自動詞）,舌足らずで発音する
lisp（他動詞）,…を舌足らずで発音する
overtone（名詞）,（表面に表れた）付帯的な意味［含み］、上音、倍音
penance（名詞）,ざんげ、罪滅ぼし、苦行、難行
precept（名詞）,道徳的な教え、教訓、（行動・考え方の）指針、規範
prerequisite（名詞）,必須条件
prerequisite（形容詞）,不可欠の、必須の（限定用法）
solvent（名詞）,溶剤、溶媒、解決策
solvent（形容詞）,支払い能力がある、溶解力のある
synopsis（名詞）,梗概、粗筋、概要、大意
syntax（名詞）,統語論、構文（論）、シンタックス
thesaurus（名詞）,シソーラス、分類語彙辞典、類義語辞典、専門用語辞典
vector（名詞）,ベクトル、（飛行機などの）方向、針路
zodiac（名詞）,（the zodiacで）黄道帯、十二宮図
inception（名詞）,（通常the inceptionで）発足、初め、発端、始まり
interlude（名詞）,合間（の出来事）、幕間（劇）、間奏曲
solstice（名詞）,至、至点
zenith（名詞）,（the zenithで）天頂、（通常the [one's] zenithで）頂点、絶頂
acorn（名詞）,ドングリ
algae（名詞）,藻、藻類
bough（名詞）,大きな枝
bromide（名詞）,臭化物、陳腐な慰めの文句
chlorine（名詞）,塩素
combustion（名詞）,燃焼、酸化、激動、大騒ぎ
compost（名詞）,堆肥、混合物
compost（他動詞）,…を堆肥にする、（土）に堆肥を施す
eddy（名詞）,（水・風・霧・煙などの）小さな渦巻き
eddy（自動詞）,渦を巻く
fern（名詞）,シダ（類）
flora（名詞）,植物相、植物区系、植物誌
foliage（名詞）,（1本または複数の木全体の）葉、群葉
lava（名詞）,溶岩、火山岩
nettle（名詞）,（植物の）イラクサ、いらいらさせるもの［こと］
nettle（他動詞）,（人）をいらいらさせる
nitrate（名詞）,硝酸塩、硝酸エステル
oxide（名詞）,酸化物
phosphorus（名詞）,リン
poppy（名詞）,ケシ、ポピー（ケシ科の植物の総称）
potassium（名詞）,カリウム
baloney（名詞）,たわ言、うそっぱち
blemish（名詞）,（名声などへの）汚点、欠点、汚れ、染み、傷
blemish（他動詞）,…を傷つける、…を汚す
crease（名詞）,（布・顔などの）しわ、（ズボンなどの）折り目
crease（他動詞）,…に折り目［しわ］を付ける
decoy（名詞）,おとり用の鳥［動物］、（警察などの）おとり
decoy（他動詞）,…をおびき寄せる
delineation（名詞）,輪郭描写、（言葉による）描写、記述
embroidery（名詞）,刺しゅう、刺しゅうした作品、（話などの）潤色（したもの）
fleece（名詞）,（一頭分の）羊毛、羊毛に似たもの、フリース（製の服）
fleece（他動詞）,（金品）を巻き上げる
fluff（名詞）,けば、綿毛、毛玉、くだらないこと［もの］
fluff（他動詞）,（髪・羽毛など）をけば立てる
froth（名詞）,（ビールなどの）泡、（唾液の）泡、くだらないもの［話］
hearsay（名詞）,うわさ、風聞、風評
hem（名詞）,（布・衣服の）へり、縁
hem（他動詞）,…のへりを縫う、縁取りをする
knell（名詞）,弔いの鐘（の音）、（死・失敗などの）前兆
knell（自動詞）,弔鐘が鳴る
matrimony（名詞）,結婚生活、婚姻、夫婦生活［関係］
muck（名詞）,（動物の）ふん、肥やし、汚物、ごみ
muck（他動詞）,…に肥料をやる、…を汚す
sabbatical（名詞）,（大学教授の）研究［充電］休暇、サバティカルイヤー（sabbatical year）
smudge（名詞）,汚れ、染み
smudge（他動詞）,…を汚す、…に染みを付ける
subsistence（名詞）,必要最低限の生活、生計、生存、扶養
tenement（名詞）,（スラム街などの）安アパート（tenement house）、（家屋などの）保有財産、居場所
thatch（名詞）,わら［かや］ぶき（屋根）、屋根をふく材料
thatch（他動詞）,（屋根など）をわらでふく
trough（名詞）,雨どい、とい、（細長い箱型の）かいばおけ
vestige（名詞）,痕跡、名残、（通常否定文で）ごくわずか
wavelength（名詞）,（光・音などの）波長、（ラジオの）周波数
acclamation（名詞）,（拍手・歓呼による）満場一致の賛成、（通常acclamationsで）拍手喝采、歓呼
acquiescence（名詞）,黙認、黙従
amends（名詞）,償い、埋め合わせ
amity（名詞）,友好、親善
brunt（名詞）,（攻撃の）矛先
collusion（名詞）,談合、共謀、結託
consummation（名詞）,（通常a [the] consummationで）完成、達成、成就
corroboration（名詞）,確証、裏付け、裏付け証拠
crucifixion（名詞）,はりつけ、（the Crucifixionで）キリストの十字架上の処刑
delinquency（名詞）,（職務などの）怠慢、（義務などの）不履行、（未成年者の）犯罪、非行、過失
deliverance（名詞）,解放、救出、意見陳述、（陪審の）評決
furlough（名詞）,（海外勤務の公務員・軍人などの）休暇、（米）レイオフ、一時帰休
induction（名詞）,（官職などへの）就任、入会、徴兵、誘導、出産誘発
mutiny（名詞）,暴動、反乱、（兵士などの）反逆、抵抗
offshoot（名詞）,子会社、（グループの）分派、派生物、支流
onus（名詞）,（the onusで）重荷、負担、責任、義務
outlay（名詞）,支出、経費、出資金
passbook（名詞）,銀行通帳、預金通帳
preponderance（名詞）,圧倒的多数、大半、（数・重量などで）勝ること、優勢
prerogative（名詞）,（通常a [the] prerogativeで）（官職上の）特権、特典
proviso（名詞）,（条件・契約などの）但し書き、条件
quorum（名詞）,定（足）数
restitution（名詞）,（所有者への）返還、損害賠償、補償、回復
schism（名詞）,分裂、分離、分派
secession（名詞）,（組織などからの）脱退、離脱
slander（名詞）,中傷、悪口、ひぼう、名誉棄損
slander（他動詞）,…を中傷する
sortie（名詞）,出撃、突撃
sortie（自動詞）,出撃［突撃］する
stead（名詞）,代理、助け、利益
stricture（名詞）,非難、酷評、批評、拘束、制限
tithe（名詞）,10分の1税（中世ヨーロッパで教会に納めた税金）、10分の1
chaff（名詞）,もみ殻、（飼料用の）切りわら
galley（名詞）,（艦船・飛行機の）調理室、ガレー船
pellet（名詞）,（パンなどを丸めた）玉、小弾丸、散弾
potluck（名詞）,有り合わせの食べ物［料理］
potluck（形容詞）,みんながごちそうを持ち寄る
bale（名詞）,梱、俵（輸送用に圧縮してひもなどをかけたもの）
bale（他動詞）,…を梱にする、…を梱包する
brevity（名詞）,（表現の）簡潔さ、（時間の）短さ
crux（名詞）,（the cruxで）核心、最も重要な点、難問、難点、（Cruxで）南十字星
